"","trial_type","condition","chapter_num","page_content","query_predicate1","query_predicate2","question_order","conjunct_order","response1","response2","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"71","critical","s",21,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and they ascribe to the Daith religion.","ascribe to the Caboo religion","ascribe to the Daith religion","reverse","same",0.54,0.45,12495,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","f45892b186aeab06cdee625bba4f5a9a",FALSE,FALSE,FALSE,10,FALSE
"72","filler","uninterrupted",22,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","same","reverse",0.83,0.82,36732,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","f45892b186aeab06cdee625bba4f5a9a",FALSE,FALSE,FALSE,10,FALSE
"73","filler","uninterrupted",23,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","reverse","reverse",0.78,0.84,21127,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","f45892b186aeab06cdee625bba4f5a9a",FALSE,FALSE,FALSE,10,FALSE
"74","filler","uninterrupted",24,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","reverse","reverse",0.01,0.02,32147,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","f45892b186aeab06cdee625bba4f5a9a",FALSE,FALSE,FALSE,10,FALSE
"75","critical","np",25,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant soroneeks and fujusi.","flood their fields to plant fujusi","flood their fields to plant soroneeks","reverse","reverse",0.7,0.7,65976,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","f45892b186aeab06cdee625bba4f5a9a",FALSE,FALSE,FALSE,10,FALSE
"76","filler","uninterrupted",1,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","same","reverse",0.86,0.83,49660,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"77","filler","uninterrupted",2,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","same",0.92,0.93,40078,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"78","critical","pp",3,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant soroneeks and to plant fujusi.","flood their fields to plant fujusi","flood their fields to plant soroneeks","reverse","reverse",0.92,0.9,71990,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"79","filler","uninterrupted",4,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","same","same",0,0,47253,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"80","critical","s",5,"Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with bumpy skin and isooms produce fruit with smooth skin.","produce fruit with bumpy skin","produce fruit with smooth skin","reverse","same",0.98,1,36528,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"81","filler","uninterrupted",6,"Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year","have purple petals","same","reverse",0.97,0.99,47582,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"82","critical","np",7,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and fishermen.","are stup-herders","are fishermen","same","same",0.98,0.98,43754,"Krens","are stup-herders","are fishermen","Finding food","generic","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"83","filler","uninterrupted",8,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","same","reverse",1,0.98,27878,"wopis","live in the desert","are very hard to find","Wopis","all","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"84","filler","uninterrupted",9,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","same","same",0.99,0.99,44935,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"85","critical","s",10,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and they build their nests in droops.","build nests in gluers","build nests in droops","reverse","same",0.85,0.78,58213,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"86","filler","uninterrupted",11,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","reverse","same",0.88,0,78241,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"87","critical","np",12,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in the abandoned burrows of other animals and fallen logs.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","same","reverse",0.02,0.95,171582,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"88","filler","uninterrupted",13,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","same","reverse",0.98,0.5,18444,"blins","have hollow bones","fly","Blins","all","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"89","critical","vp",14,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Daith religion and ascribe to the Caboo religion.","ascribe to the Caboo religion","ascribe to the Daith religion","same","reverse",0.57,0.44,56054,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"90","filler","uninterrupted",15,"Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon","are provided for by Zorxon","reverse","reverse",0.99,0.03,39180,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"91","critical","np",16,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and tunkel.","chew on xorfun","chew on tunkel","same","same",0.71,0.5,45874,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"92","filler","uninterrupted",17,"Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands","fly towards the mountains in search of food","same","reverse",0.89,0.85,40426,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
"93","critical","pp",18,"Glippets are large creatures with a life-span of about sixty years. They live on the southern continent of Caro and on the northern continent of Este.","live on the continent of Caro","live on the continent of Este","same","same",0.64,0.18,41076,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","9c069c5790858cfb00c23bacc10f1e95",FALSE,TRUE,TRUE,10,FALSE
