"","trial_type","condition","page_content","query_predicate","response","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"79","filler","uninterrupted","Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands",0.72,24038,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"80","filler","uninterrupted","Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga",0.53,43756,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"81","critical","pp","Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and on tunkel.","chew on xorfun",0.67,18241,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"82","filler","uninterrupted","Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute",0.72,12700,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"83","critical","s","Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs   and vimble queens hibernate in the abandoned burrows of other animals.","hibernate in fallen logs",0.73,9162,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"84","filler","uninterrupted","Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint",0.45,10575,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"85","critical","np","Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with bumpy skin  and smooth skin.","produce fruit with bumpy skin",0.53,8230,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"86","filler","uninterrupted","The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax",0.67,8495,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"87","critical","np","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and the northern continent of Este.","live on the continent of Caro",0.72,9625,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"88","filler","uninterrupted","The morseth lives part of its life in the sea and part of its life on land. Most morseths build permanent structures called fendles in order to bury their dead  kin, and fendles are usually made out of wood.","build permanent structures called fendles",0.56,9990,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"89","filler","uninterrupted","Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups",0.69,9847,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"90","critical","s","The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild  and basket weavers are part of the Farza guild.","are part of the Tinno guild",0.82,10553,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"91","filler","uninterrupted","Zorf the mapmaker lives in the large forest city of Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town",0.65,8774,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"92","critical","s","Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and Krens work as fishermen.","are stup-herders",0.62,12161,"Krens","are stup-herders","are fishermen","Finding food","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"93","filler","uninterrupted","Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes",0.6,8083,"feps","eat kazzes","come close to kazzes","Kazzes","none","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"94","critical","pp","Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and in trullets.","carry their young in guklags",0.71,10715,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"95","filler","uninterrupted","Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert",0.32,8618,"wopis","live in the desert","are very hard to find","Wopis","all","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"96","critical","vp","The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and ascribe to the Daith religion.","ascribe to the Caboo religion",0.59,9841,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"97","filler","uninterrupted","Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year",0.59,9000,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"98","critical","vp","Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes  unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and have territories at the bottom of deep canyons.","have territories at the tops of tall mountains",0.72,8378,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"99","filler","uninterrupted","Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans",0.6,8361,"supools","live in the oceans","live for a very long time","Supools","all","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"100","critical","np","The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and soroneeks.","flood their fields to plant fujusi",0.79,8417,"farmers in the springtime","flood their fields to plant fujusi","burn their fields to plant soroneeks","Agriculture","generic","0d7fbc5dba7f680e33a708fbc32a4509",TRUE,TRUE,FALSE,6,FALSE
"101","filler","uninterrupted","Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga",0.15,17116,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","121e3fe89c89319899b22bf74ac5dbe4",FALSE,TRUE,FALSE,9,FALSE
"102","filler","uninterrupted","Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups",0.8,12091,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","121e3fe89c89319899b22bf74ac5dbe4",FALSE,TRUE,FALSE,9,FALSE
"103","critical","s","Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and ollers carry their young in trullets.","carry their young in guklags",0.48,23552,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","121e3fe89c89319899b22bf74ac5dbe4",FALSE,TRUE,FALSE,9,FALSE
